stem_id,station_m,x,y,diameter_m,gt_tree_id
1,27.5,419885.6020945289,5853124.646119222,0.6331,13
1,28.0,419885.30011313024,5853125.0487610875,0.6609,13
1,28.5,419884.99813173164,5853125.451402952,0.6609,13
1,29.0,419884.69615033304,5853125.854044817,0.6643,13
1,29.5,419884.3941689344,5853126.256686682,0.6909,13
1,30.0,419884.0921875358,5853126.659328546,0.7134,13
1,30.5,419883.7902061372,5853127.028416922,0.7134,13
1,31.0,419883.4882247385,5853127.431058788,0.7134,13
1,31.5,419883.1862433399,5853127.833700652,0.6909,13
1,32.0,419882.8507084526,5853128.202789028,0.7651,13
1,32.5,419882.5487270539,5853128.605430894,0.8081,13
1,33.0,419882.2131921666,5853128.97451927,0.8408,13
2,0.0,419958.68159299524,5852928.794405472,0.1342,149
2,0.5,419959.0842348601,5852929.09638687,0.6711,149
2,1.0,419959.5875371911,5852929.163493848,0.6609,149
2,1.5,419960.0572860334,5852929.2306008255,0.6187,149
2,2.0,419960.5605883645,5852929.331261292,0.604,149
2,2.5,419961.0638906955,5852929.364814781,0.541,149
2,3.0,419961.56719302654,5852929.465475247,0.5369,149
2,3.5,419962.03694186884,5852929.499028736,0.541,149
2,4.0,419962.54024419986,5852929.566135713,0.5369,149
2,4.5,419963.0435465309,5852929.633242691,0.4745,149
2,5.0,419963.54684886197,5852929.6667961795,0.5369,149
2,5.5,419964.050151193,5852929.733903157,0.5369,149
2,6.0,419964.5199000353,5852929.801010135,0.5369,149
2,6.5,419965.0232023663,5852929.868117112,0.5369,149
2,7.0,419965.52650469734,5852929.935224089,0.5369,149
2,7.5,419966.0298070284,5852930.035884555,0.4745,149
2,8.0,419966.4995558707,5852930.102991533,0.4745,149
2,8.5,419967.00285820174,5852930.170098511,0.5111,149
2,9.0,419967.50616053276,5852930.237205488,0.5369,149
2,9.5,419968.0094628638,5852930.304312465,0.5369,149
2,10.0,419968.4792117061,5852930.371419443,0.5111,149
2,10.5,419968.9825140371,5852930.43852642,0.5369,149
2,11.0,419969.4858163682,5852930.505633398,0.5369,149
2,11.5,419969.9555652105,5852930.606293864,0.5369,149
2,12.0,419970.4588675415,5852930.70695433,0.4885,149
2,12.5,419970.96216987254,5852930.807614796,0.4697,149
2,13.0,419971.43191871484,5852930.874721774,0.4745,149
2,13.5,419971.93522104586,5852930.941828751,0.5111,149
2,14.0,419972.4385233769,5852931.042489218,0.4697,149
2,14.5,419972.94182570797,5852931.109596195,0.4745,149
2,15.0,419973.41157455026,5852931.210256661,0.4026,149
2,15.5,419973.9148768813,5852931.277363638,0.4026,149
2,16.0,419974.4181792123,5852931.344470616,0.4244,149
2,16.5,419974.8879280546,5852931.411577594,0.4082,149
2,17.0,419975.39123038563,5852931.51223806,0.4026,149
2,17.5,419975.8945327167,5852931.612898526,0.4026,149
2,18.0,419976.364281559,5852931.680005504,0.4026,149
2,18.5,419976.86758389004,5852931.7806659695,0.4026,149
2,19.0,419977.37088622106,5852931.881326436,0.3422,149
2,19.5,419977.84063506336,5852931.981986902,0.3355,149
2,20.0,419978.3439373944,5852932.04909388,0.3422,149
2,20.5,419978.8136862367,5852932.149754345,0.3355,149
2,21.0,419979.3169885677,5852932.250414812,0.3001,149
